bz_integration,calculations_type,code,cutoff,element,exchange,k-point,property,smearing,state_equation,structure,value
No_tetra,allKp,DMol3,c5.5,W,pw91,37,dB,therm0.0025,Murn,bcc,4.0067
No_tetra,allKp,DMol3,c5.5,W,pw91,39,dB,therm0.0025,Murn,bcc,4.0063
No_tetra,allKp,DMol3,c5.5,W,pw91,41,dB,therm0.0025,Murn,bcc,4.0056
No_tetra,allKp,DMol3,c5.5,W,pw91,43,dB,therm0.0025,Murn,bcc,4.0054
No_tetra,allKp,DMol3,c5.5,W,pw91,45,dB,therm0.0025,Murn,bcc,4.0074
No_tetra,allKp,DMol3,c5.5,W,pw91,47,dB,therm0.0025,Murn,bcc,4.0064
No_tetra,allKp,DMol3,c5.5,W,pw91,49,dB,therm0.0025,Murn,bcc,4.0061
No_tetra,allKp,DMol3,c5.5,W,pw91,51,dB,therm0.0025,Murn,bcc,4.0058
No_tetra,allKp,DMol3,c5.5,W,pw91,53,dB,therm0.0025,Murn,bcc,4.0065
No_tetra,allKp,DMol3,c5.5,W,pw91,55,dB,therm0.0025,Murn,bcc,4.007
No_tetra,allKp,DMol3,c5.5,W,pw91,57,dB,therm0.0025,Murn,bcc,4.0063
No_tetra,allKp,DMol3,c5.5,W,pw91,59,dB,therm0.0025,Murn,bcc,4.0054
No_tetra,allKp,DMol3,c6.0,Al,blyp,5,dB,therm0.001,Murn,fcc,4.4172
No_tetra,allKp,DMol3,c6.0,Al,blyp,7,dB,therm0.001,Murn,fcc,6.278
No_tetra,allKp,DMol3,c6.0,Al,blyp,9,dB,therm0.001,Murn,fcc,4.8373
No_tetra,allKp,DMol3,c6.0,Al,blyp,11,dB,therm0.001,Murn,fcc,5.4851
No_tetra,allKp,DMol3,c6.0,Al,blyp,13,dB,therm0.001,Murn,fcc,5.087
No_tetra,allKp,DMol3,c6.0,Al,blyp,15,dB,therm0.001,Murn,fcc,5.3865
No_tetra,allKp,DMol3,c6.0,Al,blyp,17,dB,therm0.001,Murn,fcc,5.3662
No_tetra,allKp,DMol3,c6.0,Al,blyp,19,dB,therm0.001,Murn,fcc,5.0434
No_tetra,allKp,DMol3,c6.0,Al,blyp,21,dB,therm0.001,Murn,fcc,5.2692
No_tetra,allKp,DMol3,c6.0,Al,blyp,23,dB,therm0.001,Murn,fcc,5.3133
No_tetra,allKp,DMol3,c6.0,Al,blyp,25,dB,therm0.001,Murn,fcc,5.6157
No_tetra,allKp,DMol3,c6.0,Al,blyp,27,dB,therm0.001,Murn,fcc,5.3948
No_tetra,allKp,DMol3,c6.0,Al,blyp,29,dB,therm0.001,Murn,fcc,5.4131
No_tetra,allKp,DMol3,c6.0,Al,blyp,31,dB,therm0.001,Murn,fcc,5.3381
No_tetra,allKp,DMol3,c6.0,Al,blyp,33,dB,therm0.001,Murn,fcc,5.3714
No_tetra,allKp,DMol3,c6.0,Al,blyp,35,dB,therm0.001,Murn,fcc,5.3535
No_tetra,allKp,DMol3,c6.0,Al,blyp,37,dB,therm0.001,Murn,fcc,5.3539
No_tetra,allKp,DMol3,c6.0,Al,blyp,39,dB,therm0.001,Murn,fcc,5.3955
No_tetra,allKp,DMol3,c6.0,Al,blyp,41,dB,therm0.001,Murn,fcc,5.3861
No_tetra,allKp,DMol3,c6.0,Al,blyp,43,dB,therm0.001,Murn,fcc,5.3704
No_tetra,allKp,DMol3,c6.0,Al,blyp,45,dB,therm0.001,Murn,fcc,5.3757
No_tetra,allKp,DMol3,c6.0,Al,blyp,47,dB,therm0.001,Murn,fcc,5.3662
No_tetra,allKp,DMol3,c6.0,Al,blyp,49,dB,therm0.001,Murn,fcc,5.3511
No_tetra,allKp,DMol3,c6.0,Al,blyp,51,dB,therm0.001,Murn,fcc,5.3957
No_tetra,allKp,DMol3,c6.0,Al,blyp,53,dB,therm0.001,Murn,fcc,5.367
No_tetra,allKp,DMol3,c6.0,Al,blyp,55,dB,therm0.001,Murn,fcc,5.3856
No_tetra,allKp,DMol3,c6.0,Al,blyp,57,dB,therm0.001,Murn,fcc,5.3626
No_tetra,allKp,DMol3,c6.0,Al,blyp,59,dB,therm0.001,Murn,fcc,5.3744
No_tetra,allKp,DMol3,c5.0,W,blyp,9,B,therm0.0025,Murn,bcc,271.068
No_tetra,allKp,DMol3,c5.0,W,blyp,11,B,therm0.0025,Murn,bcc,272.3183
No_tetra,allKp,DMol3,c5.0,W,blyp,13,B,therm0.0025,Murn,bcc,273.8388
No_tetra,allKp,DMol3,c5.0,W,blyp,15,B,therm0.0025,Murn,bcc,270.0428
No_tetra,allKp,DMol3,c5.0,W,blyp,17,B,therm0.0025,Murn,bcc,270.5226
No_tetra,allKp,DMol3,c5.0,W,blyp,19,B,therm0.0025,Murn,bcc,271.4864
No_tetra,allKp,DMol3,c5.0,W,blyp,21,B,therm0.0025,Murn,bcc,271.71
No_tetra,allKp,DMol3,c5.0,W,blyp,23,B,therm0.0025,Murn,bcc,271.5438
No_tetra,allKp,DMol3,c5.0,W,blyp,25,B,therm0.0025,Murn,bcc,271.036
No_tetra,allKp,DMol3,c5.0,W,blyp,27,B,therm0.0025,Murn,bcc,271.2271
No_tetra,allKp,DMol3,c5.0,W,blyp,29,B,therm0.0025,Murn,bcc,271.3953
No_tetra,allKp,DMol3,c5.0,W,blyp,31,B,therm0.0025,Murn,bcc,271.4516
No_tetra,allKp,DMol3,c5.0,W,blyp,33,B,therm0.0025,Murn,bcc,271.2917
No_tetra,allKp,DMol3,c5.0,W,blyp,35,B,therm0.0025,Murn,bcc,271.303
No_tetra,allKp,DMol3,c5.0,W,blyp,37,B,therm0.0025,Murn,bcc,271.3228
No_tetra,allKp,DMol3,c5.0,W,blyp,39,B,therm0.0025,Murn,bcc,271.3567
No_tetra,allKp,DMol3,c5.0,W,blyp,41,B,therm0.0025,Murn,bcc,271.3437
No_tetra,allKp,DMol3,c5.0,W,blyp,43,B,therm0.0025,Murn,bcc,271.3208
No_tetra,allKp,DMol3,c5.0,W,blyp,45,B,therm0.0025,Murn,bcc,271.3387
No_tetra,allKp,DMol3,c5.0,W,blyp,47,B,therm0.0025,Murn,bcc,271.3286
No_tetra,allKp,DMol3,c5.0,W,blyp,49,B,therm0.0025,Murn,bcc,271.3351
No_tetra,allKp,DMol3,c5.0,W,blyp,51,B,therm0.0025,Murn,bcc,271.3342
No_tetra,allKp,DMol3,c5.0,W,blyp,53,B,therm0.0025,Murn,bcc,271.3558
No_tetra,allKp,DMol3,c5.0,W,blyp,55,B,therm0.0025,Murn,bcc,271.3435
No_tetra,allKp,DMol3,c5.0,W,blyp,57,B,therm0.0025,Murn,bcc,271.331
No_tetra,allKp,DMol3,c5.0,W,blyp,59,B,therm0.0025,Murn,bcc,271.3354
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,5,dB,therm0.0075,Murn,fcc,3.7181
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,7,dB,therm0.0075,Murn,fcc,4.4523
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,11,dB,therm0.0075,Murn,fcc,4.4332
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,13,dB,therm0.0075,Murn,fcc,4.5009
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,15,dB,therm0.0075,Murn,fcc,4.4787
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,19,dB,therm0.0075,Murn,fcc,4.4684
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,21,dB,therm0.0075,Murn,fcc,4.4571
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,23,dB,therm0.0075,Murn,fcc,4.4611
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,25,dB,therm0.0075,Murn,fcc,4.4665
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,27,dB,therm0.0075,Murn,fcc,4.4589
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,29,dB,therm0.0075,Murn,fcc,4.4628
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,31,dB,therm0.0075,Murn,fcc,4.464
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,33,dB,therm0.0075,Murn,fcc,4.46
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,35,dB,therm0.0075,Murn,fcc,4.4646
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,37,dB,therm0.0075,Murn,fcc,4.4603
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,39,dB,therm0.0075,Murn,fcc,4.4632
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,41,dB,therm0.0075,Murn,fcc,4.4603
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,43,dB,therm0.0075,Murn,fcc,4.4613
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,45,dB,therm0.0075,Murn,fcc,4.4647
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,47,dB,therm0.0075,Murn,fcc,4.4647
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,49,dB,therm0.0075,Murn,fcc,4.4645
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,51,dB,therm0.0075,Murn,fcc,4.4647
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,53,dB,therm0.0075,Murn,fcc,4.4647
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,55,dB,therm0.0075,Murn,fcc,4.4647
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,57,dB,therm0.0075,Murn,fcc,4.4647
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,59,dB,therm0.0075,Murn,fcc,4.4647
No_tetra,allKp,DMol3,c4.0,Al,vwn,5,B,therm0.005,Murn,fcc,78.1989
No_tetra,allKp,DMol3,c4.0,Al,vwn,7,B,therm0.005,Murn,fcc,85.1076
No_tetra,allKp,DMol3,c4.0,Al,vwn,9,B,therm0.005,Murn,fcc,81.3254
No_tetra,allKp,DMol3,c4.0,Al,vwn,11,B,therm0.005,Murn,fcc,83.1251
No_tetra,allKp,DMol3,c4.0,Al,vwn,13,B,therm0.005,Murn,fcc,82.6717
No_tetra,allKp,DMol3,c4.0,Al,vwn,15,B,therm0.005,Murn,fcc,82.3498
No_tetra,allKp,DMol3,c4.0,Al,vwn,17,B,therm0.005,Murn,fcc,82.8224
No_tetra,allKp,DMol3,c4.0,Al,vwn,19,B,therm0.005,Murn,fcc,82.1018
No_tetra,allKp,DMol3,c4.0,Al,vwn,21,B,therm0.005,Murn,fcc,82.5093
No_tetra,allKp,DMol3,c4.0,Al,vwn,23,B,therm0.005,Murn,fcc,82.2821
No_tetra,allKp,DMol3,c4.0,Al,vwn,25,B,therm0.005,Murn,fcc,82.3622
No_tetra,allKp,DMol3,c4.0,Al,vwn,27,B,therm0.005,Murn,fcc,82.4208
No_tetra,allKp,DMol3,c4.0,Al,vwn,29,B,therm0.005,Murn,fcc,82.3177
No_tetra,allKp,DMol3,c4.0,Al,vwn,31,B,therm0.005,Murn,fcc,82.4043
No_tetra,allKp,DMol3,c4.0,Al,vwn,33,B,therm0.005,Murn,fcc,82.3411
No_tetra,allKp,DMol3,c4.0,Al,vwn,35,B,therm0.005,Murn,fcc,82.3739
No_tetra,allKp,DMol3,c4.0,Al,vwn,37,B,therm0.005,Murn,fcc,82.3609
No_tetra,allKp,DMol3,c4.0,Al,vwn,39,B,therm0.005,Murn,fcc,82.3665
No_tetra,allKp,DMol3,c4.0,Al,vwn,41,B,therm0.005,Murn,fcc,82.3681
No_tetra,allKp,DMol3,c4.0,Al,vwn,43,B,therm0.005,Murn,fcc,82.3517
No_tetra,allKp,DMol3,c4.0,Al,vwn,45,B,therm0.005,Murn,fcc,82.3657
No_tetra,allKp,DMol3,c4.0,Al,vwn,47,B,therm0.005,Murn,fcc,82.3555
No_tetra,allKp,DMol3,c4.0,Al,vwn,49,B,therm0.005,Murn,fcc,82.3726
No_tetra,allKp,DMol3,c4.0,Al,vwn,51,B,therm0.005,Murn,fcc,82.3555
No_tetra,allKp,DMol3,c4.0,Al,vwn,53,B,therm0.005,Murn,fcc,82.3584
No_tetra,allKp,DMol3,c4.0,Al,vwn,55,B,therm0.005,Murn,fcc,82.3575
No_tetra,allKp,DMol3,c4.0,Al,vwn,57,B,therm0.005,Murn,fcc,82.3575
No_tetra,allKp,DMol3,c4.0,Al,vwn,59,B,therm0.005,Murn,fcc,82.3575
No_tetra,allKp,DMol3,c4.0,W,vwn,9,B,therm0.005,Murn,bcc,336.5556
No_tetra,allKp,DMol3,c4.0,W,vwn,11,B,therm0.005,Murn,bcc,338.5189
No_tetra,allKp,DMol3,c4.0,W,vwn,13,B,therm0.005,Murn,bcc,339.7126
No_tetra,allKp,DMol3,c4.0,W,vwn,15,B,therm0.005,Murn,bcc,337.3229
No_tetra,allKp,DMol3,c4.0,W,vwn,17,B,therm0.005,Murn,bcc,337.1271
No_tetra,allKp,DMol3,c4.0,W,vwn,19,B,therm0.005,Murn,bcc,337.9401
No_tetra,allKp,DMol3,c4.0,W,vwn,21,B,therm0.005,Murn,bcc,337.8525
No_tetra,allKp,DMol3,c4.0,W,vwn,23,B,therm0.005,Murn,bcc,337.7866
No_tetra,allKp,DMol3,c4.0,W,vwn,25,B,therm0.005,Murn,bcc,337.7887
No_tetra,allKp,DMol3,c4.0,W,vwn,27,B,therm0.005,Murn,bcc,337.7554
No_tetra,allKp,DMol3,c4.0,W,vwn,29,B,therm0.005,Murn,bcc,337.8339
No_tetra,allKp,DMol3,c4.0,W,vwn,31,B,therm0.005,Murn,bcc,337.7731
No_tetra,allKp,DMol3,c4.0,W,vwn,33,B,therm0.005,Murn,bcc,337.7849
No_tetra,allKp,DMol3,c4.0,W,vwn,35,B,therm0.005,Murn,bcc,337.7981
No_tetra,allKp,DMol3,c4.0,W,vwn,37,B,therm0.005,Murn,bcc,337.7881
No_tetra,allKp,DMol3,c4.0,W,vwn,39,B,therm0.005,Murn,bcc,337.7972
No_tetra,allKp,DMol3,c4.0,W,vwn,41,B,therm0.005,Murn,bcc,337.7712
No_tetra,allKp,DMol3,c4.0,W,vwn,43,B,therm0.005,Murn,bcc,337.7964
No_tetra,allKp,DMol3,c4.0,W,vwn,45,B,therm0.005,Murn,bcc,337.7894
No_tetra,allKp,DMol3,c4.0,W,vwn,47,B,therm0.005,Murn,bcc,337.7968
No_tetra,allKp,DMol3,c4.0,W,vwn,49,B,therm0.005,Murn,bcc,337.7898
No_tetra,allKp,DMol3,c4.0,W,vwn,51,B,therm0.005,Murn,bcc,337.7893
No_tetra,allKp,DMol3,c4.0,W,vwn,53,B,therm0.005,Murn,bcc,337.7928
No_tetra,allKp,DMol3,c4.0,W,vwn,55,B,therm0.005,Murn,bcc,337.7834
No_tetra,allKp,DMol3,c4.0,W,vwn,57,B,therm0.005,Murn,bcc,337.7959
No_tetra,allKp,DMol3,c4.0,W,vwn,59,B,therm0.005,Murn,bcc,337.791
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,5,E0,Fermi,Murn,fcc,-6603.4654
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,7,E0,Fermi,Murn,fcc,-6603.5816
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,9,E0,Fermi,Murn,fcc,-6603.5012
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,11,E0,Fermi,Murn,fcc,-6603.5389
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,13,E0,Fermi,Murn,fcc,-6603.5296
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,15,E0,Fermi,Murn,fcc,-6603.5323
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,17,E0,Fermi,Murn,fcc,-6603.5352
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,19,E0,Fermi,Murn,fcc,-6603.5277
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,21,E0,Fermi,Murn,fcc,-6603.5349
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,23,E0,Fermi,Murn,fcc,-6603.5321
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,25,E0,Fermi,Murn,fcc,-6603.533
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,27,E0,Fermi,Murn,fcc,-6603.5337
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,29,E0,Fermi,Murn,fcc,-6603.5321
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,31,E0,Fermi,Murn,fcc,-6603.5338
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,33,E0,Fermi,Murn,fcc,-6603.5324
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,35,E0,Fermi,Murn,fcc,-6603.5332
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,37,E0,Fermi,Murn,fcc,-6603.5329
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,39,E0,Fermi,Murn,fcc,-6603.5328
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,41,E0,Fermi,Murn,fcc,-6603.5334
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,43,E0,Fermi,Murn,fcc,-6603.5327
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,45,E0,Fermi,Murn,fcc,-6603.5331
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,47,E0,Fermi,Murn,fcc,-6603.533
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,49,E0,Fermi,Murn,fcc,-6603.533
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,51,E0,Fermi,Murn,fcc,-6603.5331
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,53,E0,Fermi,Murn,fcc,-6603.5329
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,55,E0,Fermi,Murn,fcc,-6603.5331
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,57,E0,Fermi,Murn,fcc,-6603.533
No_tetra,allKp,DMol3,c4.5,Al,vwnbp,59,E0,Fermi,Murn,fcc,-6603.533
No_tetra,allKp,DMol3,c5.5,Al,vwn,5,a0,therm0.005,Murn,fcc,4.01099
No_tetra,allKp,DMol3,c5.5,Al,vwn,7,a0,therm0.005,Murn,fcc,3.97967
No_tetra,allKp,DMol3,c5.5,Al,vwn,9,a0,therm0.005,Murn,fcc,3.98776
No_tetra,allKp,DMol3,c5.5,Al,vwn,11,a0,therm0.005,Murn,fcc,3.98685
No_tetra,allKp,DMol3,c5.5,Al,vwn,13,a0,therm0.005,Murn,fcc,3.98425
No_tetra,allKp,DMol3,c5.5,Al,vwn,15,a0,therm0.005,Murn,fcc,3.98494
No_tetra,allKp,DMol3,c5.5,Al,vwn,17,a0,therm0.005,Murn,fcc,3.98506
No_tetra,allKp,DMol3,c5.5,Al,vwn,19,a0,therm0.005,Murn,fcc,3.98505
No_tetra,allKp,DMol3,c5.5,Al,vwn,21,a0,therm0.005,Murn,fcc,3.98545
No_tetra,allKp,DMol3,c5.5,Al,vwn,23,a0,therm0.005,Murn,fcc,3.98514
No_tetra,allKp,DMol3,c5.5,Al,vwn,25,a0,therm0.005,Murn,fcc,3.98509
No_tetra,allKp,DMol3,c5.5,Al,vwn,27,a0,therm0.005,Murn,fcc,3.98523
No_tetra,allKp,DMol3,c5.5,Al,vwn,31,a0,therm0.005,Murn,fcc,3.98519
No_tetra,allKp,DMol3,c5.5,Al,vwn,33,a0,therm0.005,Murn,fcc,3.98514
No_tetra,allKp,DMol3,c5.5,Al,vwn,35,a0,therm0.005,Murn,fcc,3.98512
No_tetra,allKp,DMol3,c5.5,Al,vwn,37,a0,therm0.005,Murn,fcc,3.98515
No_tetra,allKp,DMol3,c5.5,Al,vwn,39,a0,therm0.005,Murn,fcc,3.9851
No_tetra,allKp,DMol3,c5.5,Al,vwn,41,a0,therm0.005,Murn,fcc,3.98514
No_tetra,allKp,DMol3,c5.5,Al,vwn,43,a0,therm0.005,Murn,fcc,3.98513
No_tetra,allKp,DMol3,c5.5,Al,vwn,45,a0,therm0.005,Murn,fcc,3.98513
No_tetra,allKp,DMol3,c5.5,Al,vwn,47,a0,therm0.005,Murn,fcc,3.98514
No_tetra,allKp,DMol3,c5.5,Al,vwn,49,a0,therm0.005,Murn,fcc,3.98513
No_tetra,allKp,DMol3,c5.5,Al,vwn,51,a0,therm0.005,Murn,fcc,3.98514
No_tetra,allKp,DMol3,c5.5,Al,vwn,53,a0,therm0.005,Murn,fcc,3.98514
No_tetra,allKp,DMol3,c5.5,Al,vwn,55,a0,therm0.005,Murn,fcc,3.98514
No_tetra,allKp,DMol3,c5.5,Al,vwn,57,a0,therm0.005,Murn,fcc,3.98514
No_tetra,allKp,DMol3,c5.5,Al,vwn,59,a0,therm0.005,Murn,fcc,3.98514
No_tetra,allKp,DMol3,c4.0,W,pw91,9,a0,therm0.005,Murn,bcc,3.19815
No_tetra,allKp,DMol3,c4.0,W,pw91,11,a0,therm0.005,Murn,bcc,3.20014
No_tetra,allKp,DMol3,c4.0,W,pw91,13,a0,therm0.005,Murn,bcc,3.19844
No_tetra,allKp,DMol3,c4.0,W,pw91,15,a0,therm0.005,Murn,bcc,3.19947
No_tetra,allKp,DMol3,c4.0,W,pw91,17,a0,therm0.005,Murn,bcc,3.19917
No_tetra,allKp,DMol3,c4.0,W,pw91,19,a0,therm0.005,Murn,bcc,3.19902
No_tetra,allKp,DMol3,c4.0,W,pw91,21,a0,therm0.005,Murn,bcc,3.19932
No_tetra,allKp,DMol3,c4.0,W,pw91,23,a0,therm0.005,Murn,bcc,3.19905
No_tetra,allKp,DMol3,c4.0,W,pw91,25,a0,therm0.005,Murn,bcc,3.19928
No_tetra,allKp,DMol3,c4.0,W,pw91,27,a0,therm0.005,Murn,bcc,3.19911
No_tetra,allKp,DMol3,c4.0,W,pw91,29,a0,therm0.005,Murn,bcc,3.1992
No_tetra,allKp,DMol3,c4.0,W,pw91,31,a0,therm0.005,Murn,bcc,3.19916
No_tetra,allKp,DMol3,c4.0,W,pw91,33,a0,therm0.005,Murn,bcc,3.19917
No_tetra,allKp,DMol3,c4.0,W,pw91,35,a0,therm0.005,Murn,bcc,3.19918
No_tetra,allKp,DMol3,c4.0,W,pw91,37,a0,therm0.005,Murn,bcc,3.19916
No_tetra,allKp,DMol3,c4.0,W,pw91,39,a0,therm0.005,Murn,bcc,3.19918
No_tetra,allKp,DMol3,c4.0,W,pw91,41,a0,therm0.005,Murn,bcc,3.19916
No_tetra,allKp,DMol3,c4.0,W,pw91,43,a0,therm0.005,Murn,bcc,3.19918
No_tetra,allKp,DMol3,c4.0,W,pw91,45,a0,therm0.005,Murn,bcc,3.19917
No_tetra,allKp,DMol3,c4.0,W,pw91,47,a0,therm0.005,Murn,bcc,3.19917
No_tetra,allKp,DMol3,c4.0,W,pw91,49,a0,therm0.005,Murn,bcc,3.19917
No_tetra,allKp,DMol3,c4.0,W,pw91,51,a0,therm0.005,Murn,bcc,3.19917
No_tetra,allKp,DMol3,c4.0,W,pw91,53,a0,therm0.005,Murn,bcc,3.19917
No_tetra,allKp,DMol3,c4.0,W,pw91,55,a0,therm0.005,Murn,bcc,3.19917
No_tetra,allKp,DMol3,c4.0,W,pw91,57,a0,therm0.005,Murn,bcc,3.19917
No_tetra,allKp,DMol3,c4.0,W,pw91,59,a0,therm0.005,Murn,bcc,3.19917
No_tetra,allKp,DMol3,c5.5,W,pwc,9,dB,therm0.005,Murn,bcc,4.012
No_tetra,allKp,DMol3,c5.5,W,pwc,11,dB,therm0.005,Murn,bcc,4.1469
No_tetra,allKp,DMol3,c5.5,W,pwc,13,dB,therm0.005,Murn,bcc,4.0752
No_tetra,allKp,DMol3,c5.5,W,pwc,15,dB,therm0.005,Murn,bcc,4.0714
No_tetra,allKp,DMol3,c5.5,W,pwc,17,dB,therm0.005,Murn,bcc,4.0928
No_tetra,allKp,DMol3,c5.5,W,pwc,19,dB,therm0.005,Murn,bcc,4.0964
No_tetra,allKp,DMol3,c5.5,W,pwc,21,dB,therm0.005,Murn,bcc,4.0746
No_tetra,allKp,DMol3,c5.5,W,pwc,23,dB,therm0.005,Murn,bcc,4.0754
No_tetra,allKp,DMol3,c5.5,W,pwc,25,dB,therm0.005,Murn,bcc,4.0857
No_tetra,allKp,DMol3,c5.5,W,pwc,27,dB,therm0.005,Murn,bcc,4.0885
No_tetra,allKp,DMol3,c5.5,W,pwc,29,dB,therm0.005,Murn,bcc,4.0817
No_tetra,allKp,DMol3,c5.5,W,pwc,31,dB,therm0.005,Murn,bcc,4.08
No_tetra,allKp,DMol3,c5.5,W,pwc,33,dB,therm0.005,Murn,bcc,4.0813
No_tetra,allKp,DMol3,c5.5,W,pwc,35,dB,therm0.005,Murn,bcc,4.0842
No_tetra,allKp,DMol3,c5.5,W,pwc,37,dB,therm0.005,Murn,bcc,4.0824
No_tetra,allKp,DMol3,c5.5,W,pwc,39,dB,therm0.005,Murn,bcc,4.0822
No_tetra,allKp,DMol3,c5.5,W,pwc,41,dB,therm0.005,Murn,bcc,4.0826
No_tetra,allKp,DMol3,c5.5,W,pwc,43,dB,therm0.005,Murn,bcc,4.0827
No_tetra,allKp,DMol3,c5.5,W,pwc,45,dB,therm0.005,Murn,bcc,4.0832
No_tetra,allKp,DMol3,c5.5,W,pwc,47,dB,therm0.005,Murn,bcc,4.0831
No_tetra,allKp,DMol3,c5.5,W,pwc,49,dB,therm0.005,Murn,bcc,4.0826
No_tetra,allKp,DMol3,c5.5,W,pwc,51,dB,therm0.005,Murn,bcc,4.0825
No_tetra,allKp,DMol3,c5.5,W,pwc,55,dB,therm0.005,Murn,bcc,4.0823
No_tetra,allKp,DMol3,c5.5,W,pwc,57,dB,therm0.005,Murn,bcc,4.0826
No_tetra,allKp,DMol3,c4.5,W,pwc,9,dB,therm0.0075,Murn,bcc,4.1334
No_tetra,allKp,DMol3,c4.5,W,pwc,11,dB,therm0.0075,Murn,bcc,4.1584
No_tetra,allKp,DMol3,c4.5,W,pwc,13,dB,therm0.0075,Murn,bcc,4.1401
No_tetra,allKp,DMol3,c4.5,W,pwc,15,dB,therm0.0075,Murn,bcc,4.1271
No_tetra,allKp,DMol3,c4.5,W,pwc,17,dB,therm0.0075,Murn,bcc,4.1402
No_tetra,allKp,DMol3,c4.5,W,pwc,19,dB,therm0.0075,Murn,bcc,4.1389
No_tetra,allKp,DMol3,c4.5,W,pwc,21,dB,therm0.0075,Murn,bcc,4.1341
No_tetra,allKp,DMol3,c4.5,W,pwc,23,dB,therm0.0075,Murn,bcc,4.1341
No_tetra,allKp,DMol3,c4.5,W,pwc,25,dB,therm0.0075,Murn,bcc,4.137
No_tetra,allKp,DMol3,c4.5,W,pwc,27,dB,therm0.0075,Murn,bcc,4.136
No_tetra,allKp,DMol3,c4.5,W,pwc,29,dB,therm0.0075,Murn,bcc,4.1356
No_tetra,allKp,DMol3,c4.5,W,pwc,31,dB,therm0.0075,Murn,bcc,4.136
No_tetra,allKp,DMol3,c4.5,W,pwc,33,dB,therm0.0075,Murn,bcc,4.135
No_tetra,allKp,DMol3,c4.5,W,pwc,35,dB,therm0.0075,Murn,bcc,4.1361
No_tetra,allKp,DMol3,c4.5,W,pwc,37,dB,therm0.0075,Murn,bcc,4.1353
No_tetra,allKp,DMol3,c4.5,W,pwc,39,dB,therm0.0075,Murn,bcc,4.136
No_tetra,allKp,DMol3,c4.5,W,pwc,41,dB,therm0.0075,Murn,bcc,4.1359
No_tetra,allKp,DMol3,c4.5,W,pwc,43,dB,therm0.0075,Murn,bcc,4.1358
No_tetra,allKp,DMol3,c4.5,W,pwc,45,dB,therm0.0075,Murn,bcc,4.1354
No_tetra,allKp,DMol3,c4.5,W,pwc,47,dB,therm0.0075,Murn,bcc,4.1348
No_tetra,allKp,DMol3,c4.5,W,pwc,49,dB,therm0.0075,Murn,bcc,4.135
No_tetra,allKp,DMol3,c4.5,W,pwc,51,dB,therm0.0075,Murn,bcc,4.1352
No_tetra,allKp,DMol3,c4.5,W,pwc,53,dB,therm0.0075,Murn,bcc,4.1348
